address,name,rate,votes,location
"Ramada Encore Bangalore Domlur, 282/285, Amarajyothi Layout, 1st Stage, Domlur, Bangalore",The Hub & The Bar - Hotel Ramada Encore,4.0,115,Domlur
"177/178, Amarjyoti Layout, Domlur, Bangalore",The Paramount Hotel,2.9,319,Domlur
"Ginger Hotel, Amarjyothi Layout, Inner Ring Road, Domlur, Bangalore",Avanti Indian Barbeque & Grill,3.4,46,Domlur
"The Leela Palace, 23, Old Airport Road, Bangalore",Citrus - The Leela Palace,4.2,589,Old Airport Road
"Royal Orchid Hotel, 1, Golf Arcade, HAL, Old Airport Road, Bangalore",Limelight - Royal Orchid Hotel,4.0,420,Old Airport Road
"Sterling Mac Hotel, 134, HAL Old Airport Road, Old Airport Road, Bangalore",20 Char - Sterlings MAC Hotel,4.0,419,Old Airport Road
"Sterlings mac Hotel, 134, Next to Manipal Hospital, HAL, Old Airport Road, Bangalore",Shebestan - Sterlings MAC Hotel,4.2,405,Old Airport Road
"The Senate, G-Block, Diamond District Kodihalli, Old Airport Road, Bangalore",Java,3.7,39,Old Airport Road
"788, JK Plaza, 12th Main, 2nd Stage, Indiranagar, Bangalore",House Of Seitan,0.0,0,Indiranagar
"621/B, G-05 Ground Floor, 12th Main, Hal Second Stage, Indiranagar, Bangalore",Cup Chronicles Cafe,3.9,48,Indiranagar
"36, 80 Feet Road, Indiranagar, Bangalore",Lazy Suzy,4.3,1235,Indiranagar
"1st Stage, 100 feet Road, Indiranagar, Bangalore",Truffles,4.6,1308,Indiranagar
"#263, Domlur 2nd Stage, Indiranagar, Bangalore",Lavonne,4.4,1095,Indiranagar
"1131, 100 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore",Smoor,4.6,1687,Indiranagar
"501, Binnamangala Extension, 1st stage, C.M.H Road, Indiranagar, Bangalore",Onesta,4.3,4644,Indiranagar
"9B, Binnamangala, Manavarthekaval, Michealpalya, 80 Feet Road, Indiranagar, Bangalore",Monet's Bistro,4.5,197,Indiranagar
"872/A, Ground Floor, 80 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore",Brik Oven,0.0,0,Indiranagar
"2019, 100 Feet Road, Indiranagar, Bangalore",Chai Days,4.4,105,Indiranagar
"50, Zatakia Centre, 100 Feet Road, Indiranagar, Bangalore",Stoner,4.5,2687,Indiranagar
"772, 2nd Floor, Near 12th Main Signal, 100 Feet Road, Indiranagar, Bangalore",Chaipatty,3.1,1266,Indiranagar
"729, Ground Floor, CMH Road, Binnamangala Layout Extension, Indiranagar, Bangalore",Third Wave Coffee Roasters,4.2,311,Indiranagar
"2286/B, 1st Cross, 14th A Main, HAL 2nd Stage, Off 100 Feet Road, Indiranagar, Bangalore",The Ants Cafe & Store,3.9,1380,Indiranagar
"26, ESI Hospital Road, HAL 2nd Stage, 100 Feet Road, Indiranagar, Bangalore",Infinitea Tea Room & Tea Store,4.3,766,Indiranagar
"621/B, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",Waffle Magic,4.2,583,Indiranagar
"Indiranagar, Bangalore",Gobble Up Churros Cafe,4.3,371,Indiranagar
"508, Melmat Building, Near Fabindia, CMH Road, Defence Colony, Indiranagar, Bangalore",Matteo Coffea,4.2,858,Indiranagar
"421-G, 1st Main, 3rd Cross, 1st Stage, Off 100 Feet Road, Indiranagar, Bangalore",Spoonful Of Sugar,4.0,861,Indiranagar
"2985, 1st Floor,12th Main, HAL 2nd stage, Indiranagar, Bangalore",Smally's Resto Cafe,4.0,399,Indiranagar
"172, 2nd Cross Road, Off Indiranagar Double Road, Indiranagar",Tea Brew,4.1,1141,Indiranagar
"2013, Ground Floor, 100 Feet Road, Indiranagar, Bangalore",Starbucks,4.2,583,Indiranagar
"442, 9th Avenue Building, 9th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",Django,4.0,209,Indiranagar
"2985, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",Tata Cha,3.9,660,Indiranagar
"G 2, 28/A, Smart Avenue, 80 Feet road, Indiranagar, Bangalore",Yomama!!,4.0,339,Indiranagar
"295 & 296, First Floor, 100 Feet Road, Indiranagar, Bangalore",The Mad Teapot,4.1,287,Indiranagar
"172/A, 1st Main, 2nd Cross, Indiranagar, Bangalore",Grubhouse,4.1,332,Indiranagar
"2906/2907, HAL 2nd Stage, 80 Feet Road, Indiranagar, Bangalore",Lahe Lahe Santhe,3.7,17,Indiranagar
"314, 6th Main, Defence Colony, 2nd stage, Indiranagar, Bangalore",Eddy's Cafe,4.1,137,Indiranagar
"776, Near ING Vysa Bank, 100 Feet Road, Indiranagar, Bangalore",Lakeview Milkbar,2.9,539,Indiranagar
"115,18th Main Road, Indiranagar, Bangalore",iSpice Resto Cafe,3.7,28,Indiranagar
"3115, East West Building, 13th Cross, 2nd Stage, Off Double Road, Indiranagar, Bangalore",Give Me 5 Cafe,3.4,90,Indiranagar
"1st Floor, 772, HAL 2nd Stage, 100 Feet Road, Indiranagar, Bangalore",J's Cafe,3.9,155,Indiranagar
"788, HAL 2nd Stage, 12th Main, Off 100 Feet Road, Indiranagar, Bangalore",Costa Coffee,3.8,209,Indiranagar
"754, 1st Floor, Krishna Temple Road, Indiranagar, Bangalore",Crisp Cafe,4.0,97,Indiranagar
"Hello Cravings! by Cafe Coffee Day 100 Feet Road MSK Plaza, 3rd Main Rd, Binnamangala, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038",Cafe Coffee Day,3.7,72,Indiranagar
"Shop.3, AMMA BUILDING, BEHIND NERALUR BUS STOP",Chai Cafe,3.9,49,Indiranagar
"1189/D, 13th Main, HAL 2nd Stage, Indiranagar, Bangalore",Cup Shup,2.8,185,Indiranagar
"664, 1st Stage, 100 Feet Road, Above Wlils Lifestyle Building, Indiranagar, Bangalore",Sunny Side Bistro,3.7,69,Indiranagar
"1210, Park Avenue Building, 100 Feet Road, Indiranagar, Bangalore",Raenss Cafe,2.4,127,Indiranagar
"294, 6th Cross, HAL 2nd Stage, Near E-Zone, Off 100 Feet Road, Indiranagar, Bangalore",Breadworks,2.9,48,Indiranagar
"Number 188/1, 6th Main Road, Next to Church, Defence Colony, Indiranagar, Bangalore",Melting Spot,4.0,134,Indiranagar
"806/1, 1st Floor, Rajeshwari Business Chambers, New Thippasandra MAin Road, Indiranagar, Bangalore",C-harge by Chefkraft,3.4,7,Indiranagar
"3, Lazer Tag Castle, 80 Feet Road, Indiranagar, Bangalore",Cross Roads Cafe,3.0,59,Indiranagar
"32 80ft Road, 12th Main Junction, Indiranagar, Bangalore",Fog City Cafe,0.0,0,Indiranagar
"280, Amarjyothi Layout, Opposite DELL, Inner Ring Road, Domlur, Bangalore",Loveshack,3.9,1717,Domlur
"1, Jeevan Bhima Nagar Main Road, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore",Talk Over Table,4.0,282,Jeevan Bhima Nagar
"295, Opposite Suvitas Hospital, Ring Road, Krishna Reddy Layout, Domlur, Bangalore",D'Cafe,3.8,16,Domlur
"15, Ground Floor, 10th Main Road, HAL, 2nd Stage, Jeevan Bhima Nagar, Bangalore",Chaai Resto,0.0,0,Jeevan Bhima Nagar
"231/1, 7th Main Road, Puttappa Colony, HAL 3rd Stage, Bhoomi Reddy Colony, New Tippasandra, Bengaluru",St. Mary's Cafe,0.0,0,Thippasandra
"L66, 6th Main Road, LIC Colony, Thippasandra, Bangalore",Cafe Oleiva,3.4,6,Thippasandra
"6th Floor, Maruti Infotech Center, A Block, Inner Ring Road, Domlur, Bangalore",Cafe Velvette,3.5,11,Domlur
"176, Amarjyoti Layout, Intermediate Ring Road, Domlur, Bangalore",Hot Spot Cafe,2.9,17,Domlur
"L 66, 7th Main Road, LIC Colony, HAL 3rd Stage, Sector 11, Jeevan Bhima Nagar, Bangalore",9th Cross Cafe,3.6,12,Jeevan Bhima Nagar
"Kodihalli, Next to Diamond District Corporate Gate, Old Airport Road, Bangalore",Brown Crust Cafe,2.9,18,Old Airport Road
"10, First Floor, Kempfort Mall, Old Airport Road, Bangalore",The Chocolate Heaven,3.8,135,Old Airport Road
"8, Ground Floor, Retail Mall Block, Bagmane Tech Park, CV Raman Nagar, Bangalore",Barista,3.2,11,CV Raman Nagar
"Hyatt Centric MG Road 1/1, Swami Vivekananda Road, Ulsoor, Bangalore",The Corner - Hyatt Centric MG Road,0.0,0,Ulsoor
"667, 1st Floor, Devappa Building, Opposite New Panjabi Hotel Old Airport Road, Bangalore",Zawaa Foods,0.0,0,Old Airport Road
"270, 100 Feet Road, Indiranagar, Bangalore",Sri Udupi Park,4.2,770,Indiranagar
"621/B, 12th Main, HAL 2nd Stage, Indiranagar, Bangalore",Delite Chaat House,4.0,450,Indiranagar
"370, Wind Tunnel Road, Murgesh Pallya, Old Airport Road, Bangalore",Tripura Express,2.9,156,Old Airport Road
"Lower Ground Floor, Smart Avenue, 80 Feet Road, Indiranagar, Bangalore",BOX8- Desi Meals,4.3,314,Indiranagar
"M-22, Ground Floor, Jeevan Bhima Nagar, Bangalore",Sree Spicy Hub,3.9,224,Jeevan Bhima Nagar
"1st Floor, Above Photo Studio, 10th Main, Jeevan Bhima Nagar, Bangalore",Chandni Chowk 2 Bangalore,4.2,241,Jeevan Bhima Nagar
"144, Ramaiah Street, Between Diamond District & Anjaneya Tech Park, HAL, Old Airport Road, Bangalore",Gurukrupa Paratha House,3.9,639,Old Airport Road
"Shri Krishna Temple Road, Stage 1, Indiranagar, Bangalore",FreshMenu,3.8,1082,Indiranagar
"5, 80 Feet Road,1st Stage, H Colony, Indiranagar, Bangalore",Dal Roti Sabji,4.1,81,Indiranagar
"9, 10th Main, HAL 3rd Stage, Kodihalli, Jeevan Bhima Nagar, Bangalore",Red Kitchen,3.2,146,Jeevan Bhima Nagar
"68/5/4, 4th B Cross, Michael Palya, 80 Feet Road, Indiranagar, Bangalore",Fresh Aahar,3.9,37,Indiranagar
"L-14, H.A.L, 3rd Stage, Opposite NAL Backgate, Jeevan Bhima Nagar, Bangalore",Sagar Deluxe,3.4,148,Jeevan Bhima Nagar
"954, 12th Main Road, HAL 2nd Stage, Appareddipalya, Indiranagar, Bangalore",XO Belgian Waffle,4.3,78,Indiranagar
"Shop L 10, Opposite NAL Quarters Gate, Jeevan Bhima Nagar Main Road, Bangalore",Bharpur Aahar,3.9,418,Jeevan Bhima Nagar
"3283, 2nd Stage, Off Double Road, Indiranagar, Bangalore",Corner House Ice Cream,4.7,2139,Indiranagar
"7/1, 80 Feet Road, Michael Palya, Indiranagar, Bangalore",New Krishna Sagar,3.3,26,Indiranagar
"HAL Airport Road, Old Airport Road, Bangalore",Behrouz Biryani,4.0,85,Old Airport Road
"1671, 9th Main, 4th Cross, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore",Leon Grill,4.2,1327,Jeevan Bhima Nagar
"3038, 80 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore",Chowpatty,3.9,924,Indiranagar
"1st Floor, Salarpuria Landmark, HAL 2nd Stage, 100 Feet Road, Indiranagar, Bangalore",Rajdhani Thali Restaurant,4.0,1129,Indiranagar
"40, 9th Main, Seethappa, Thippasandra, Bangalore",Motis Kitchen,4.1,551,Thippasandra
"12, Ground Floor, Behind Bagmane Tech Park Back Gate, Byrasandra Main Road, CV Raman Nagar, Bangalore",Kunda Biryani,3.8,189,CV Raman Nagar
"First Floor, 2021, Salapuria Palladium, 100 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore",Dindigul Thalappakatti,4.3,289,Indiranagar
"4/1, 80 Feet Road, Michael Palya, Indiranagar, Bangalore",Donne Biriyani Mane,3.8,140,Indiranagar
"Near Total Mall, Murgeshpalya, Old Airport Road, Bangalore",New Punjabi Hotel,3.2,393,Old Airport Road
"10th Main, Near Telephone Exchange, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore",Beijing Bites,3.1,282,Jeevan Bhima Nagar
"1650, 10th Main, Near BSNL Office, 80 Feet Road, Jeevan Bhima Nagar Main Road, Jeevan Bhima Nagar, Bangalore",Green Pepper,3.8,259,Jeevan Bhima Nagar
"6, Ground Floor, Krishanappa Building, Nagavarapalya, CV Raman Nagar, Bangalore",Tiffun,3.9,83,CV Raman Nagar
"513, First Floor, 10th Main Road, Jeevan Bhima Nagar, Bangalore",Chakh Le Foods,3.4,257,Jeevan Bhima Nagar
"25, 1st Floor, NR Chambers, Murgeshpalya, Old Airport Road, Bangalore",Hyderabad Biryaani House,3.9,1615,Old Airport Road
"3051, 80 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore",Andal Mess,3.6,133,Indiranagar
"JB Nagar Main Road, Opposite NAL Gate, Jeevan Bhima Nagar, Bangalore",Donne Biriyani Mane,3.8,161,Jeevan Bhima Nagar
"Old Kempfort, Old Airport Road, Bangalore",KFC,3.9,327,Old Airport Road
"59/2, Subramanya Complex, New Thippasandra Main Road, Thippasandra, Bangalore",Plantain Leaf,3.9,521,Thippasandra
"Jeevan Bhima Nagar, Bangalore",S P Dum Biryani,3.3,77,Jeevan Bhima Nagar
"370, Wind Tunnel Road, Murgeshpalya, Old Airport Road, Bangalore",A 1 Pizza and Food,2.8,211,Old Airport Road
"138, Maruthi Towers, Old Airport Road, Bangalore",Zaitoon,4.2,2015,Old Airport Road
"2, Murgeshpalya, WT Road, Opposite Airforce Camp, Old Airport Road, Bangalore",Ambur Hot Dum Biryani,3.1,43,Old Airport Road
"1648/3, Ground Floor, HAL 3rd Stage, Opposite Miranda School, Jeevan Bhima Nagar, Bangalore",Rannaghar,3.9,138,Jeevan Bhima Nagar
"951, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",Delhi Highway,4.5,3219,Indiranagar
"68, 9th Main, Seepthappa Colony, Thippasandra, Bangalore",Khushi Kitchen,3.3,69,Thippasandra
"Behind Bagmane Tech Park, Krishnappa Garden, Near HP Office Bangalroe, CV Raman Nagar, Bangalore",Punjabi's Food Corner,3.6,88,CV Raman Nagar
"267, Amarjyothi Layout, Near DELL, Domlur, Bangalore",Pot Biryani,3.9,456,Domlur
"M-22, Ground Floor, 10th Main, Jeevan Bhima Nagar, Bangalore",Five Star Chicken,3.7,68,Jeevan Bhima Nagar
"Second Floor, Madison Complex, HAL 2nd Stage, Kodihalli, Indiranagar, Bangalore",PurpleBasil.in,4.4,457,Indiranagar
"254, 2nd Main, Domlur Layout, Domlur, Bangalore",Andhra Mess,3.2,128,Domlur
"Carlton Towers, Near Diamond District Old Airport Road, Bangalore",Bhookha Sher,3.6,8,Old Airport Road
"L-10, Opposite NAL Quarters, Sector 11,10th Main, LIC colony, Jeevan Bhima Nagar",Swaadpurna,3.6,51,Jeevan Bhima Nagar
"5, First Floor, New Thippasandra Main Road, 9th Main, Opposite To Meenakshi Electrical, Thippasandra, Bangalore",Samosa Singh,3.7,43,Thippasandra
"Jeevan Bhima Nagar, Main Road, HAL 3rd Stage, Indiranagar, Bangalore",Cheesy Juicy Burgers,3.9,82,Indiranagar
"39, Opposite IBP Petrol Pump, Jeevan Bhima Nagar, Bangalore",The Biryanis,3.8,426,Jeevan Bhima Nagar
"1st Floor, HAL 3rd Stage, Puttappa Layout, New Tippasandra, Indiranagar, Bangalore",Desi Chinese kitchen,3.9,24,Indiranagar
"9th Cross, Byrasandra Road, GM Pallya, Kaggadasapura, Bangalore",FoodIshq,4.0,173,Kaggadasapura
"6, 18th Main Road, 100 Feet Rd, HAL 2nd Stage, Indiranagar, Bangalore",Brownie Heaven,4.3,127,Indiranagar
"25/1, NR Chambers, Old Airport Road, Bangalore",Sri Udupi Park,3.7,443,Old Airport Road
"1/A, Ward No 82, NGEF Layout, Binnamangala, CMH Road, Indiranagar, Bangalore",Pizza Hut,3.7,833,Indiranagar
"476, Ground Floor, Next to BSNL Office, 10th Main, Jeevan Bhima Nagar, Bangalore",Aathurar,3.2,574,Jeevan Bhima Nagar
"1/7, Srinivagilu Main Road, Ejipura, Bangalore",Momo Rice Noodles,3.8,221,Ejipura
"32, 80 Feet Road, Opposite Axis Bank, HAL 3rd Stage, New Tippasndra, Indiranagar, Bangalore",Keto Kitchen,3.1,18,Indiranagar
"4005, 100 Feet Road, HAL Stage 2, Indiranagar, Bangalore",UBQ by Barbeque Nation,3.3,12,Indiranagar
"1209, 100 Feet Road, Opposite Apollo Clinic, Indiranagar, Bangalore",Smoke House Deli,4.6,5421,Indiranagar
"Room 4 , St Mary's Building, 39/1, Appareadypalya, 2nd Stage, Indiranagar, Bangalore",Bombay Sandwich Company,3.1,39,Indiranagar
"23, 5th Cross, BDA Layout, Murgehpalaya, Old Airport Road, Bangalore",Chef's Cap Chinese Cuisine Restaurant,3.9,30,Old Airport Road
"7, Anjaneya Complex, Kodihalli, Old Airport Road, Bangalore",Anand Sweets and Savouries,4.0,261,Old Airport Road
"66/1, Bagmane Tech Park, CV Raman Nagar, Bangalore",Subway,3.7,106,CV Raman Nagar
"236, 7th Main, Amarjyothi Layout, Near Hero Show Room, EGL Block Gate, 100ft Road, Domlur, Bangalore",Bharanis,3.7,16,Domlur
"788, Near Sony Centre, 12th Main, HAL, Stage 2, Off 100 Feet Road, Indiranagar, Bangalore",Krispy Kreme,4.1,259,Indiranagar
"16, Opposite Bank of India, Jeevan Bhima Nagar Main Road, Bangalore",Snacks Joint,3.8,185,Jeevan Bhima Nagar
"610, 3rd Floor, 12th Main, Off 80 Feet Road, Indiranagar, Bangalore",The Fatty Bao - Asian Gastro Bar,4.6,3760,Indiranagar
"Shop 1344/B, 6th Cross, 11th Main, Leela Palace Road, Kodihalli, HAL 3rd Stage, Indiranagar, Bangalore",Food Lover,3.7,32,Indiranagar
"22, NR Colony, BDA Main Road, Near Salarapuria Splender Apartment, Murgaspalya, Old Airport Road, Bangalore",Andhra Ruchulu,4.0,43,Old Airport Road
"4, 19th Main Road, 6th Cross, Kodihalli, Old Airport Road, Bangalore",Srinidhi Sagar,3.9,160,Old Airport Road
"115, 1st Floor, 18th Main Road, HAL 2nd Stage, Kodihalli, Indiranagar, Bangalore",PreRit's Food Factory,3.6,67,Indiranagar
"474, Ground Floor, 10th Main, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore",Mani's Dum Biryani,4.0,682,Jeevan Bhima Nagar
"706, A/4 5th Cross, Kodihalli, Near Masjid, Indiranagar, Bangalore",Night Food Delivery,2.9,21,Indiranagar
"Main Road, Jeevan Bhima Nagar, Bangalore",Savoury Express,3.6,31,Jeevan Bhima Nagar
"M 22, 10th Main, 1st Floor, Jeevan Bhima Nagar, Bangalore",Delicacy,3.9,647,Jeevan Bhima Nagar
"1648/3, Basement, Rannaghar Restaurant, Opposite Miranda School, HAL, 3rd Stage, Jeevan Bhima Nagar, Bangalore",Coast,3.3,59,Jeevan Bhima Nagar
"410, 7th Cross, Domlur Layout, Domlur, Bangalore",Under The Tree,3.0,64,Domlur
"607, Ground Floor, 12th Main, Hal 2nd Stage, Indiranagar, Bangalore",Burma Burma,4.7,1594,Indiranagar
"1675, Ground Floor, 4th Cross, 9th Main, HAL 3rd Stage, Thippasandra, Bangalore",Le Casse CroÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ»te,4.4,580,Thippasandra
"473, 10th Main, Jeevanbhimanagar, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore",Lassi Shop,4.0,213,Jeevan Bhima Nagar
"6/1, Pipe Line Road, Ejipura Main Road, Ejipura, Bangalore",Little Kolkata,3.9,97,Ejipura
"5, 6/1, Opposite, Indicash ATM, Sri Ram Temple Road, Ejipura, Bangalore",Assi Tussi Lassi,3.6,25,Ejipura
"1138, 13th Main Corner, 100 Feet Road, Indiranagar, Bangalore",Bhartiya Jalpan,4.1,1075,Indiranagar
"10th Main, Jeevan Bhima Nagar, Bangalore",Sabari Juice Junction,4.1,128,Jeevan Bhima Nagar
"Site 39, 80 Feet Road, HAL 3rd Stage, Indiranagar, Bangalore, Indiranagar, Bangalore",The Waffles Hut,3.9,36,Indiranagar
"6, First Floor, 9 Cross, 2nd Main, Binnamangala, 1st Stage, Indiranagar, Bangalore",Faasos,3.9,140,Indiranagar
"L 9, 10th Main Road, Sector 11, Jeevan Bhima Nagar, Bengaluru",Wow Paratha,3.9,29,Jeevan Bhima Nagar
"195, Double Road, Indiranagar, Bangalore",Nagarjuna,4.2,1926,Indiranagar
"610, Diagonally Opposite SBI Bank, 12th Main, Off 80 Feet Road, Indiranagar, Bangalore",Monkey Bar,4.3,3848,Indiranagar
"20, KR Colony, Near Haiku Honda Service Center, Domlur, Bangalore",Pizza Stop,3.2,166,Domlur
"Ground Floor, Ashwini Complex, 539, Opposite Vijaya Bank, CMH Road, Indiranagar, Bangalore",McDonald's,3.9,388,Indiranagar
"6, Vijaya Complex, Kagadassapura Main Road, CV Raman Nagar, Bangalore",Paratha Corner,3.2,23,CV Raman Nagar
"6th Floor, OYO Townhouse 035, 80 Feet Road, Indiranagar, Bangalore",Mota Bawarchi,3.8,55,Indiranagar
"44, Byrasandra Road, GM Palya, CV Raman Nagar, Bangalore",Hotel Devanand Kerala Restaurant,3.4,94,CV Raman Nagar
"656, 100 Feet Road, Indiranagar, Bangalore",Taiki,0.0,0,Indiranagar
"383, HAL 2nd Stage, Opposite Croma, 100 Feet Road, Indiranagar, Bangalore",Bite Me Cupcakes,4.2,624,Indiranagar
"11, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore",Cafe Grill,4.1,496,Jeevan Bhima Nagar
"2989/B, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",Bombay Brasserie,4.4,1865,Indiranagar
"594, 6th Cross, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore",Bun Maska Chai,3.9,120,Jeevan Bhima Nagar
"Sector 11, LIC Housing Colony, 10th Main, Jeevan Bhima Nagar, Bangalore",Hotel Karavali,3.7,257,Jeevan Bhima Nagar
"L-9, 10th Main, Sector 11, Jeevan Bhima Nagar Main Road, Opposite NAL Colony, Jeevan Bhima Nagar, Bangalore",No More Hungry,3.3,214,Jeevan Bhima Nagar
"236, 9th Main, Thippasandra, Bangalore",Crunch Pizzas,2.8,91,Thippasandra
"4034, HAL 2nd Stage, 100 Feet Road, Indiranagar, Bangalore",Nandhana Palace,4.2,902,Indiranagar
"14, Near BSNL Office, 80 feet Road, Jeevan Bhima Nagar, Bangalore",Roll Er Dokaan,3.9,137,Jeevan Bhima Nagar
"40, Near IBP Petrol Pump, Jeevan Bhima Nagar, Bangalore",Malabar,3.0,159,Jeevan Bhima Nagar
"17, HAL 3rd Stage, Kodihalli, Jeevan Bhima Nagar, Bangalore",Thunder Fried Chicken,3.6,179,Jeevan Bhima Nagar
"3047, HAL 2nd Stage, 80 Feet Road, Indiranagar, Bangalore",Treat,3.9,543,Indiranagar
"#P252, 11th Cross Sector X LIC Colony, Jeevan Bhima Nagar, Bengaluru",Tango Bango,3.5,124,Jeevan Bhima Nagar
"2607, 18th Main, 3rd Cross, HAL 2nd Stage, Indiranagar, Bangalore",Vimmi's Cafe,2.8,29,Indiranagar
"23, 4th Cross, Michel Palaya, Indiranagar, Bangalore",Pizza Joint Food Junction,3.1,8,Indiranagar
"Embassy Business Golf Link, St Andrews, Off Intermediate Ring Road, Mahadevapura, Whitefield, Bangalore",Cane Crussh,0.0,0,Whitefield
"7, 2nd Stage, CMH Road, Indiranagar, Bangalore",Kanti Sweets,3.9,123,Indiranagar
"Opposite Snap Fitness, 12th Main Road, 4th Cross, HAL 2nd Stage, Indiranagar, Bangalore",Jonah's,4.1,1827,Indiranagar
"3302/L, HAL 2nd Stage, 12th A Main, Doopanahalli, Indiranagar, Bangalore",Aaha Andhra,4.2,807,Indiranagar
"2148, 17th Main, 2nd Cross, HAL 2nd Stage, Near 100 Feet Road, Indiranagar, Bangalore",Sethji Home Made Food,3.6,228,Indiranagar
"1651, 10th Main, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore",Brea,3.4,34,Jeevan Bhima Nagar
"298, 7th Cross Road, 1st Stage, Domlur, Bengaluru",Chai Masthi,3.4,9,Domlur
"Shop 20/1, Ground Floor, 4th Cross, Opposite Airtel Office, Thippasandra, Bangalore",Rotti Mane,3.5,16,Thippasandra
"4062, 19th Main, Beside Carlton Tower, HAL 2nd Stage, Indiranagar, Bangalore",Kolkata Rolls & Hot Dum Biriyani On Dial,3.5,22,Indiranagar
"608, 12th Main Road, 2nd Stage, Indiranagar, Bangalore",Sanchez Taqueria & Cantina,0.0,0,Indiranagar
"37, 80 Feet Road, HAL, Indiranagar, Bangalore",Frozen Bottle,4.1,167,Indiranagar
"311, 1st Floor Gowra, Binnamangala, 1st Stage, Indiranagar, Bangalore",Food Coma,0.0,0,Indiranagar
"1, 2nd & 3rd Floor, Maruthi Sankeerna, BEML Circle, New, Thippasandra, Bangalore",Red Chilliez,3.6,216,Thippasandra
"3, 80 Feet Road, Indiranagar, Bangalore",Lono,4.2,172,Indiranagar
"J B Nagar Main Road, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore",Laddoos,2.9,229,Jeevan Bhima Nagar
"7, Ground Floor, opposite BESCOM Office, Konenan Agrahara, Old Airport Road, Bangalore",One Chu Restaurant,3.9,324,Old Airport Road
"54, 3rd Main Road, Defence Colony, 100 Feet Road, Indiranagar, Bangalore",Anjappar,3.8,768,Indiranagar
"Old Airport Road, Old Airport Road, Bangalore",Ovenstory Pizza,4.0,106,Old Airport Road
"1677, 9th Main, 4th Cross, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore",Mood For Food,4.1,146,Jeevan Bhima Nagar
"21, 23rd Cross, Ejipura Main Road, Ejipura, Bangalore",Jenisha Green View Restaurant,0.0,0,Ejipura
"238, Opposite EGL, 100 Feet Road, Inner Ring Road, Domlur, Bangalore",SLV Andhra Mess,3.5,5,Domlur
"516, Near ICICI Bank, CMH Road, Indiranagar, Bangalore",Kobe Sizzlers,4.1,1473,Indiranagar
"8, Old Binnamangala, Off 100 Feet Road, Indiranagar, Bangalore",Cake Palace,3.4,11,Indiranagar
